,DATE,MICROORGANISM,ANTIMICROBIAL,SENSITIVITY
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
2,Q2 2011,E. Coli,G3 CEPHALOSPORINS,sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
3,Q2 2011,E. Coli,"QUINOLONES, SYSTEMIC",sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
4,Q2 2011,E. Coli,SULFA & TRIMETH COMB,sensitive
