species,year,Antibiotic_1,Antibiotic_2,Antibiotic_3,S1S2S3,S1S2R3,S1R2S3,R1S2S3,S1R2R3,R1S2R3,R1R2S3,R1R2R3,S1S2S3_observed,S1S2R3_observed,S1R2S3_observed,R1S2S3_observed,S1R2R3_observed,R1S2R3_observed,R1R2S3_observed,R1R2R3_observed,S1S2S3_predicted,S1S2R3R_predicted,S1R2S3_predicted,R1S2S3_predicted,S1R2R3_predicted,R1S2R3R_predicted,R1R2S3_predicted,R1R2R3_predicted
E. coli,2015/16,AMOXICILLIN_CLAVULANATE,CIPROFLOXACIN,NITROFURANTOIN,17006,307,1656,2166,102,105,686,81,0.769189018,0.013885748,0.074901624,0.097969153,0.004613506,0.004749197,0.031028088,0.003663666,0.760235528,0.016498544,0.084670313,0.107638152,0.003503853,0.004029608,0.021863268,0.001560734
E. coli,2015/16,AMOXICILLIN_CLAVULANATE,CIPROFLOXACIN,PIPERACILLIN_TAZOBACTAM,16833,24,1677,1802,11,373,582,141,0.785011426,0.001119246,0.07820734,0.084036749,0.000512988,0.017394954,0.027141725,0.006575572,0.778568701,0.004941494,0.085780078,0.100365937,0.000967567,0.006802136,0.020147413,0.002426674
E. coli,2015/16,AMOXICILLIN_CLAVULANATE,CIPROFLOXACIN,SULFA_TRIMETHOPRIM,15946,1729,1021,1708,799,612,354,450,0.704982537,0.076440161,0.045139042,0.075511738,0.035324285,0.027056899,0.015650559,0.019894779,0.686195031,0.096452329,0.06145162,0.086666978,0.022607327,0.022649088,0.014238606,0.00973902
E. coli,2015/16,AMOXICILLIN_CLAVULANATE,CIPROFLOXACIN,TOBRAMYCIN,16682,266,1507,2074,206,117,433,316,0.772279061,0.012314245,0.069765289,0.096014073,0.009536596,0.005416416,0.020045368,0.014628952,0.765852137,0.017629532,0.078306017,0.102230302,0.006543289,0.006071216,0.019223396,0.00414411
E. coli,2015/16,AMOXICILLIN_CLAVULANATE,GENTAMICIN,LEVOFLOXACIN,15978,1412,394,1929,212,487,187,204,0.768062299,0.067874826,0.018939576,0.092727011,0.010190838,0.023410085,0.008989088,0.009806278,0.758442186,0.077788553,0.02550267,0.101631449,0.006796517,0.018912998,0.007364524,0.003561102
E. coli,2015/16,AMOXICILLIN_CLAVULANATE,GENTAMICIN,NITROFURANTOIN,18042,380,621,2495,29,126,357,60,0.816010855,0.017186793,0.028086839,0.112844867,0.001311624,0.005698779,0.01614654,0.002713704,0.810869476,0.018842071,0.033238404,0.119563909,0.001484351,0.004792792,0.01040724,0.000801757
E. coli,2015/16,AMOXICILLIN_CLAVULANATE,GENTAMICIN,PIPERACILLIN_TAZOBACTAM,17887,34,624,2050,1,438,333,76,0.834164996,0.001585599,0.029100406,0.095602294,4.66E+09,0.020426246,0.015529543,0.00354428,0.83001929,0.005553265,0.033960427,0.110963292,0.000418872,0.007929393,0.009856934,0.001298526
E. coli,2015/16,AMOXICILLIN_CLAVULANATE,GENTAMICIN,SULFA_TRIMETHOPRIM,16723,2108,245,1921,419,771,141,290,0.739366876,0.093200106,0.010832081,0.084932355,0.018525069,0.034087895,0.006233973,0.012821646,0.726362784,0.110151943,0.019625695,0.095737796,0.010264594,0.026986594,0.005511993,0.005358602
E. coli,2015/16,AMOXICILLIN_CLAVULANATE,GENTAMICIN,TOBRAMYCIN,17985,13,205,2379,459,129,128,303,0.832600343,0.000601824,0.009490301,0.11013379,0.021249016,0.005971946,0.005925652,0.014027128,0.833787955,0.01121561,0.020479441,0.115549502,0.004990317,0.004005396,0.006125387,0.003846392
E. coli,2015/16,AMOXICILLIN_CLAVULANATE,LEVOFLOXACIN,NITROFURANTOIN,15803,280,1492,1995,81,86,593,73,0.774542959,0.013723472,0.073126501,0.097779738,0.003970004,0.004215066,0.029064353,0.003577905,0.766393764,0.015878162,0.082035196,0.106641519,0.003221075,0.00379051,0.0206488,0.001390973
E. coli,2015/16,AMOXICILLIN_CLAVULANATE,LEVOFLOXACIN,PIPERACILLIN_TAZOBACTAM,16279,24,1604,1743,10,360,551,129,0.786425121,0.00115942,0.077487923,0.084202899,0.000483092,0.017391304,0.026618357,0.006231884,0.780069063,0.004964968,0.084873713,0.100344932,0.000939888,0.006762656,0.019731151,0.00231363
E. coli,2015/16,AMOXICILLIN_CLAVULANATE,LEVOFLOXACIN,SULFA_TRIMETHOPRIM,14770,1597,898,1558,726,558,310,380,0.710198586,0.076789922,0.043179305,0.074914651,0.034908881,0.026830793,0.014905996,0.018271866,0.691751814,0.096766553,0.059268747,0.085882613,0.021836733,0.02210932,0.013339481,0.009044739
E. coli,2015/16,AMOXICILLIN_CLAVULANATE,LEVOFLOXACIN,TOBRAMYCIN,16125,249,1436,2005,184,111,411,280,0.775203115,0.011970578,0.069035143,0.096389597,0.008845729,0.005336282,0.019758665,0.013460891,0.768908396,0.017013602,0.077195016,0.102524789,0.006075529,0.00581194,0.01870013,0.003770597
E. coli,2015/16,AMOXICILLIN_CLAVULANATE,NITROFURANTOIN,PIPERACILLIN_TAZOBACTAM,17758,29,371,2190,2,463,129,39,0.846384824,0.001382203,0.017682665,0.104380153,9.53E+09,0.022067585,0.00614842,0.001858825,0.844488318,0.00548429,0.019361189,0.116647213,0.000229262,0.008523319,0.004647246,0.000619162
E. coli,2015/16,AMOXICILLIN_CLAVULANATE,NITROFURANTOIN,SULFA_TRIMETHOPRIM,16320,2339,276,1934,133,916,76,110,0.738327904,0.105817952,0.012486428,0.087495476,0.00601701,0.041440463,0.003438292,0.004976475,0.727346235,0.118538708,0.01495378,0.098927209,0.004795184,0.02984612,0.003509475,0.002083289
E. coli,2015/16,AMOXICILLIN_CLAVULANATE,NITROFURANTOIN,TOBRAMYCIN,17434,449,377,2319,13,369,133,42,0.8248486,0.021243376,0.017836866,0.109718017,0.000615064,0.017458365,0.006292581,0.001987131,0.819481134,0.026858139,0.019445523,0.11788254,0.001028473,0.00982133,0.004833063,0.000649799
E. coli,2015/16,AMOXICILLIN_CLAVULANATE,PIPERACILLIN_TAZOBACTAM,SULFA_TRIMETHOPRIM,16105,2403,22,1612,13,770,306,208,0.751201082,0.112085452,0.001026167,0.075190074,0.000606372,0.035915854,0.014273054,0.009701945,0.743435813,0.121774146,0.004398854,0.09197761,0.00139756,0.027795033,0.005813459,0.003407524
E. coli,2015/16,AMOXICILLIN_CLAVULANATE,PIPERACILLIN_TAZOBACTAM,TOBRAMYCIN,18063,447,34,2044,1,339,436,77,0.842451378,0.020847908,0.001585747,0.095331374,4.66E+09,0.01581083,0.020334872,0.00359125,0.838393077,0.026080807,0.005573831,0.111359954,0.000357263,0.009017528,0.007899525,0.001318015
E. coli,2015/16,AMOXICILLIN_CLAVULANATE,SULFA_TRIMETHOPRIM,TOBRAMYCIN,16053,163,2132,1796,309,143,709,290,0.74336652,0.007548044,0.098726557,0.0831674,0.014308868,0.006621903,0.032831674,0.013429034,0.73183392,0.015437631,0.113279997,0.093924044,0.008380026,0.005112939,0.026896718,0.005134725
E. coli,2015/16,AMPICILLIN,AMPICILLIN_SULBACTAM,AZTREONAM,7283,34,7,402,0,14,4488,145,0.588620383,0.002747919,0.000565748,0.032490099,0,0.001131496,0.362725289,0.011719066,0.574060485,0.003098361,0.013579477,0.112105897,0.000166563,0.001597612,0.286125032,0.009266573
E. coli,2015/16,AMPICILLIN,AMPICILLIN_SULBACTAM,CEFAZOLIN,14853,20,9,1214,1,165,7108,2100,0.583156655,0.000785238,0.000353357,0.047663918,3.93E+09,0.00647821,0.27907342,0.082449941,0.566508402,0.002285051,0.009776607,0.129081626,0.000199675,0.007226086,0.221996453,0.062926101
E. coli,2015/16,AMPICILLIN,AMPICILLIN_SULBACTAM,CEFEPIME,15709,1,7,1419,0,61,9490,285,0.582418805,3.71E+09,0.000259528,0.052610114,0,0.002261605,0.351846359,0.010566513,0.562069115,0.00026975,0.008834674,0.143732159,1.22E+09,0.001540076,0.275056153,0.008485866
E. coli,2015/16,AMPICILLIN,AMPICILLIN_SULBACTAM,CEFTAZIDIME,21030,2,5,1937,1,129,11079,722,0.60249248,5.73E+09,0.000143246,0.055493482,2.86E+09,0.003695746,0.317404383,0.020684716,0.588219468,0.000530533,0.006901935,0.145021295,2.11E+09,0.002800537,0.240780963,0.015724218
E. coli,2015/16,AMPICILLIN,AMPICILLIN_SULBACTAM,CEFTRIAXONE,21463,12,7,1921,0,234,11694,1037,0.590161681,0.00032996,0.000192477,0.052821161,0,0.006434228,0.321546414,0.028514078,0.571878646,0.001386713,0.007303624,0.144262592,5.14E+09,0.00452091,0.248035271,0.022560841
E. coli,2015/16,AMPICILLIN,AMPICILLIN_SULBACTAM,CEFUROXIME,7854,119,8,431,2,81,4685,640,0.568306802,0.008610709,0.000578871,0.031186686,0.000144718,0.005861071,0.339001447,0.046309696,0.546880384,0.010541132,0.014576743,0.11179315,0.00066885,0.006520581,0.27134326,0.0376759
E. coli,2015/16,AMPICILLIN,AMPICILLIN_SULBACTAM,CIPROFLOXACIN,25101,1444,12,1762,3,727,11929,4227,0.555270435,0.031943369,0.000265457,0.038977989,6.64E+09,0.016082292,0.263886738,0.093507355,0.534000274,0.036440062,0.008463283,0.120734351,0.001209132,0.02064638,0.205082413,0.073424106
E. coli,2015/16,AMPICILLIN,AMPICILLIN_SULBACTAM,GENTAMICIN,26370,180,15,2336,0,154,13931,2226,0.583252234,0.003981244,0.00033177,0.051667699,0,0.003406175,0.308126161,0.049234716,0.565424585,0.005037549,0.009367561,0.135961918,0.000309116,0.005609691,0.241399553,0.036890026
E. coli,2015/16,AMPICILLIN,AMPICILLIN_SULBACTAM,LEVOFLOXACIN,22186,1203,8,1543,3,628,9769,3291,0.574305609,0.031140794,0.000207088,0.039942015,7.77E+09,0.016256374,0.252879812,0.08519065,0.55770648,0.036113203,0.007763531,0.121305833,0.001050447,0.019833715,0.190979367,0.065247424
E. coli,2015/16,AMPICILLIN,AMPICILLIN_SULBACTAM,NITROFURANTOIN,24920,347,13,2218,1,138,14635,587,0.581441471,0.008096316,0.00030332,0.051751091,2.33E+09,0.00321986,0.341468536,0.013696073,0.56185582,0.008873791,0.009716555,0.141054527,0.000229993,0.003911104,0.263411961,0.01094625
E. coli,2015/16,AMPICILLIN,AMPICILLIN_SULBACTAM,PIPERACILLIN_TAZOBACTAM,23065,1,12,2261,0,5,14551,1032,0.563564395,2.44E+09,0.000293205,0.055244704,0,0.000122169,0.355535466,0.025215628,0.539626235,5.47E+09,0.009333395,0.144363326,1.64E+09,0.00055186,0.28707448,0.018979672
E. coli,2015/16,AMPICILLIN,AMPICILLIN_SULBACTAM,SULFA_TRIMETHOPRIM,25389,1154,13,1523,2,965,10351,5804,0.561691113,0.025530409,0.000287604,0.033693945,4.42E+09,0.021349085,0.228999358,0.128404239,0.540921158,0.032379596,0.007979861,0.113226666,0.001274134,0.023988602,0.17904728,0.101182703
E. coli,2015/16,AMPICILLIN,AMPICILLIN_SULBACTAM,TOBRAMYCIN,21208,95,9,1776,0,99,10640,1456,0.601082674,0.002692515,0.00025508,0.050335856,0,0.002805884,0.301561659,0.041266332,0.588746878,0.003619399,0.008237038,0.133615774,0.000203806,0.004344303,0.231004049,0.030228752
E. coli,2015/16,AMPICILLIN,AZTREONAM,CEFAZOLIN,4067,7,3,2284,0,357,3,131,0.593549329,0.0010216,0.000437828,0.333333333,0,0.052101576,0.000437828,0.019118506,0.590175427,0.005859527,0.00049225,0.356197354,9.54E+09,0.039391013,0.002466116,0.005322925
E. coli,2015/16,AMPICILLIN,AZTREONAM,CEFEPIME,5860,0,30,4449,1,2,134,95,0.554346798,0,0.002837953,0.420868414,9.46E+09,0.000189197,0.01267619,0.008986851,0.554256801,0.000100591,0.005084599,0.426096828,5.07E+09,0.000863428,0.012190202,0.001356862
E. coli,2015/16,AMPICILLIN,AZTREONAM,CEFTAZIDIME,4296,0,28,3159,1,27,23,86,0.563779528,0,0.003674541,0.414566929,0.000131234,0.003543307,0.003018373,0.011286089,0.565272497,0.000517336,0.003841369,0.417595538,7.63E+08,0.004735906,0.006388626,0.001572429
E. coli,2015/16,AMPICILLIN,AZTREONAM,CEFTRIAXONE,5824,7,29,4330,2,111,27,202,0.55298139,0.000664641,0.002753513,0.411127991,0.000189897,0.010539309,0.002563616,0.019179643,0.554336306,0.002343299,0.003001636,0.417394486,0.000224652,0.012060006,0.007038814,0.0036008
E. coli,2015/16,AMPICILLIN,AZTREONAM,CEFUROXIME,5918,105,34,3716,0,316,25,100,0.579400822,0.010280008,0.003328764,0.363814372,0,0.030937928,0.002447621,0.009790484,0.57426514,0.01594459,0.003376511,0.372502058,0.000583855,0.025966847,0.005132703,0.002228296
E. coli,2015/16,AMPICILLIN,AZTREONAM,CIPROFLOXACIN,7884,589,31,4284,3,1486,86,149,0.543274531,0.0405871,0.002136163,0.295203969,0.000206725,0.102398015,0.00592613,0.010267365,0.523632523,0.059137295,0.003252601,0.321078463,0.0010139,0.081101481,0.006353902,0.004429835
E. coli,2015/16,AMPICILLIN,AZTREONAM,GENTAMICIN,8396,82,34,5004,0,769,179,56,0.578236915,0.005647383,0.002341598,0.344628099,0,0.052961433,0.012327824,0.003856749,0.56651996,0.014080586,0.004523196,0.366560873,0.00022874,0.036854868,0.009324309,0.001907468
E. coli,2015/16,AMPICILLIN,AZTREONAM,LEVOFLOXACIN,5643,418,31,3043,2,1009,56,52,0.550321826,0.04076458,0.00302321,0.296762239,0.000195046,0.098400624,0.005461283,0.005071192,0.531562727,0.058618753,0.003925447,0.321205682,0.000841407,0.076178462,0.005248197,0.002419325
E. coli,2015/16,AMPICILLIN,AZTREONAM,NITROFURANTOIN,7805,106,30,5187,1,142,182,22,0.579220779,0.007866419,0.002226345,0.384935065,7.42E+09,0.010538033,0.013506494,0.001632653,0.575298555,0.009288669,0.004600323,0.390865782,0.000177075,0.009438233,0.009768993,0.000562369
E. coli,2015/16,AMPICILLIN,AZTREONAM,PIPERACILLIN_TAZOBACTAM,6777,0,31,5432,0,259,194,40,0.532239064,0,0.002434619,0.426608026,0,0.020340847,0.015236001,0.003141443,0.527606299,0,0.004844214,0.439516933,0,0.014757785,0.012098749,0.001176021
E. coli,2015/16,AMPICILLIN,AZTREONAM,SULFA_TRIMETHOPRIM,8002,474,34,3556,0,2216,112,123,0.551215816,0.032651374,0.002342082,0.244954192,0,0.152648619,0.007715093,0.008472825,0.520809786,0.061021536,0.003707304,0.290363166,0.000826425,0.111860502,0.006584873,0.004826407
E. coli,2015/16,AMPICILLIN,AZTREONAM,TOBRAMYCIN,8416,54,31,5122,3,630,159,76,0.580774274,0.003726451,0.002139259,0.353460769,0.000207025,0.043475261,0.010972328,0.005244635,0.571170539,0.010546364,0.004287095,0.372169148,0.000227084,0.030586898,0.008911779,0.002101094
E. coli,2015/16,AMPICILLIN,CEFAZOLIN,CEFEPIME,5627,0,12,3218,0,0,1014,245,0.556247529,0,0.00118624,0.318109925,0,0,0.100237248,0.024219059,0.54739663,0,0.008609522,0.358615011,0,0,0.076396431,0.008982405
E. coli,2015/16,AMPICILLIN,CEFAZOLIN,CEFTAZIDIME,9857,1,16,4784,0,0,1286,408,0.602800881,6.12E+09,0.000978474,0.292563601,0,0,0.078644814,0.024951076,0.598603312,4.98E+08,0.007191588,0.326971629,4.05E+09,0.000700584,0.058021815,0.008420767
E. coli,2015/16,AMPICILLIN,CEFAZOLIN,CEFTRIAXONE,11389,1,15,5885,3,0,1560,662,0.583602357,5.12E+08,0.00076864,0.3015629,0.000153728,0,0.079938509,0.033922624,0.580371445,8.27E+09,0.006966654,0.337070818,8.48E+09,0.000764753,0.062540849,0.012118
E. coli,2015/16,AMPICILLIN,CEFAZOLIN,CEFUROXIME,4000,55,8,2127,4,47,487,381,0.562667042,0.007736672,0.001125334,0.299198199,0.000562667,0.006611338,0.068504712,0.053594036,0.555844158,0.008701444,0.008594624,0.328682303,0.000919638,0.017160169,0.059031671,0.021065993
E. coli,2015/16,AMPICILLIN,CEFAZOLIN,CIPROFLOXACIN,17087,1080,19,7062,1,2320,1535,950,0.568543289,0.035935316,0.000632195,0.234977041,3.33E+09,0.077194383,0.051074732,0.031609769,0.546344243,0.05153412,0.004598495,0.27833749,0.000904314,0.064411291,0.036338176,0.017531872
E. coli,2015/16,AMPICILLIN,CEFAZOLIN,GENTAMICIN,18050,119,19,8224,2,1160,2094,392,0.600465735,0.003958749,0.000632069,0.273586161,6.65E+09,0.038589488,0.069660679,0.013040585,0.5847522,0.010557708,0.005637709,0.317563847,0.000199217,0.027173859,0.046352618,0.007762842
E. coli,2015/16,AMPICILLIN,CEFAZOLIN,LEVOFLOXACIN,11168,655,14,4423,1,1407,1093,580,0.577426193,0.033865881,0.000723851,0.228685177,5.17E+08,0.072747014,0.056512073,0.029988108,0.555215515,0.048905884,0.005269631,0.273832134,0.00092467,0.059769354,0.039087233,0.01699558
E. coli,2015/16,AMPICILLIN,CEFAZOLIN,NITROFURANTOIN,16896,290,16,8490,4,331,2143,184,0.595894759,0.010227834,0.000564294,0.299428652,0.000141074,0.011673838,0.075580165,0.006489384,0.585070683,0.012065163,0.005820565,0.33236116,0.000226461,0.011440227,0.049782732,0.00323301
E. coli,2015/16,AMPICILLIN,CEFAZOLIN,PIPERACILLIN_TAZOBACTAM,14714,1,11,8696,0,181,1779,437,0.569890391,3.87E+09,0.000426043,0.336806228,0,0.007010341,0.068902746,0.01692552,0.562174128,0.000408487,0.004250234,0.368275812,1.73E+08,0.007887246,0.05088043,0.006106357
E. coli,2015/16,AMPICILLIN,CEFAZOLIN,SULFA_TRIMETHOPRIM,17368,795,21,6058,0,3322,1572,912,0.57800852,0.026457668,0.000698882,0.201610756,0,0.110556443,0.052316294,0.030351438,0.548092407,0.049129394,0.004859913,0.260907389,0.000786257,0.081478101,0.035012214,0.019734324
E. coli,2015/16,AMPICILLIN,CEFAZOLIN,TOBRAMYCIN,11159,42,11,5315,2,608,1205,255,0.600043018,0.002258429,0.000591493,0.285798785,0.000107544,0.032693445,0.064795397,0.013711889,0.586446962,0.007311149,0.005427993,0.325813008,0.000156617,0.023545459,0.043948215,0.007350597
E. coli,2015/16,AMPICILLIN,CEFEPIME,CEFTAZIDIME,14910,1,0,9400,2,384,10,233,0.597834804,4.01E+09,0,0.376904571,8.02E+09,0.015396953,0.000400962,0.009342422,0.598479321,0.001068338,0.000140578,0.385132329,9.67E+08,0.012410682,0.001231012,0.001528073
E. coli,2015/16,AMPICILLIN,CEFEPIME,CEFTRIAXONE,16555,9,1,10840,1,761,2,379,0.579900518,0.000315259,3.50E+09,0.379711363,3.50E+09,0.026656859,7.01E+09,0.013275886,0.579947184,0.002389574,6.67E+09,0.392762973,1.84E+09,0.021351971,0.000744853,0.002718311
E. coli,2015/16,AMPICILLIN,CEFEPIME,CEFUROXIME,5464,83,1,3903,1,436,1,191,0.542063492,0.008234127,9.92E+09,0.387202381,9.92E+09,0.043253968,9.92E+09,0.018948413,0.537877899,0.01569682,0.00014924,0.40207703,0.000181286,0.037929014,0.00123589,0.004852821
E. coli,2015/16,AMPICILLIN,CEFEPIME,CIPROFLOXACIN,16474,850,2,9264,0,2875,68,315,0.551929778,0.02847762,6.70E+09,0.310372554,0,0.096321362,0.00227821,0.010553471,0.534639252,0.046197678,0.00029958,0.336813649,0.000144345,0.074915796,0.003120033,0.003869666
E. coli,2015/16,AMPICILLIN,CEFEPIME,GENTAMICIN,17180,146,1,10688,1,1456,284,99,0.575447999,0.004890303,3.35E+09,0.357996985,3.35E+09,0.04876905,0.009512644,0.003316027,0.565788841,0.012547788,0.000614738,0.378533903,3.37E+09,0.034166889,0.006798182,0.001515977
E. coli,2015/16,AMPICILLIN,CEFEPIME,LEVOFLOXACIN,14539,740,2,7702,0,2329,46,191,0.569063368,0.028963952,7.83E+08,0.30145994,0,0.091158167,0.001800462,0.007475831,0.552378349,0.046288879,0.000293594,0.326707396,0.000132118,0.069212689,0.002332945,0.002654031
E. coli,2015/16,AMPICILLIN,CEFEPIME,NITROFURANTOIN,16490,208,2,11157,0,412,297,50,0.576251048,0.007268661,6.99E+09,0.389886777,0,0.01439754,0.010378809,0.001747274,0.572715379,0.009631761,0.000651828,0.397279773,2.99E+09,0.011948426,0.007155251,0.000587647
E. coli,2015/16,AMPICILLIN,CEFEPIME,PIPERACILLIN_TAZOBACTAM,17276,1,2,11340,0,747,252,46,0.582389428,3.37E+09,6.74E+09,0.382281553,0,0.025182039,0.008495146,0.001550701,0.578842255,0.000711967,0.00058675,0.396568096,1.90E+08,0.016769554,0.0058665,0.000652978
E. coli,2015/16,AMPICILLIN,CEFEPIME,SULFA_TRIMETHOPRIM,16540,784,2,7747,0,4395,130,252,0.554103853,0.026264657,6.70E+09,0.259530988,0,0.147236181,0.004355109,0.008442211,0.526386999,0.052918216,0.000416962,0.304097322,0.000125422,0.107858538,0.003976484,0.004220058
E. coli,2015/16,AMPICILLIN,CEFEPIME,TOBRAMYCIN,17125,80,0,10567,2,1162,163,152,0.58545007,0.002734949,0,0.361252607,6.84E+09,0.039725138,0.005572459,0.005196404,0.578519786,0.008478002,0.000478545,0.37809936,3.22E+08,0.028021243,0.004753871,0.001617006
E. coli,2015/16,AMPICILLIN,CEFTAZIDIME,CEFTRIAXONE,21424,10,3,13086,1,240,30,823,0.601510515,0.000280765,8.42E+09,0.367408822,2.81E+09,0.006738355,0.000842294,0.023106943,0.607554045,0.001171651,0.000256654,0.374803146,2.91E+09,0.00908169,0.002932327,0.004171429
E. coli,2015/16,AMPICILLIN,CEFTAZIDIME,CEFUROXIME,4707,71,1,3253,1,281,4,184,0.553634439,0.008350976,0.000117619,0.382615855,0.000117619,0.033051047,0.000470478,0.021641967,0.551663075,0.014346195,0.000282875,0.394616071,0.000212786,0.031355026,0.002281124,0.005242849
E. coli,2015/16,AMPICILLIN,CEFTAZIDIME,CIPROFLOXACIN,20392,1042,3,10240,1,3086,281,576,0.572471295,0.029252407,8.42E+09,0.287470874,2.81E+09,0.086634289,0.007888605,0.016170237,0.555805744,0.04614084,0.000731093,0.314766118,0.000235658,0.068171179,0.007685993,0.006463375
E. coli,2015/16,AMPICILLIN,CEFTAZIDIME,GENTAMICIN,21287,150,3,11765,1,1564,634,223,0.597496281,0.00421029,8.42E+09,0.330227075,2.81E+09,0.04389929,0.017795492,0.006259298,0.587923097,0.01127529,0.001114909,0.353787758,5.57E+09,0.03058569,0.012453897,0.00280368
E. coli,2015/16,AMPICILLIN,CEFTAZIDIME,LEVOFLOXACIN,19608,1000,3,9705,1,2949,261,536,0.575639257,0.029357367,8.81E+09,0.284913249,2.94E+09,0.086574876,0.007662273,0.015735549,0.558956265,0.046350928,0.000739029,0.312237019,0.00023813,0.067770201,0.007436549,0.006271878
E. coli,2015/16,AMPICILLIN,CEFTAZIDIME,NITROFURANTOIN,20295,304,3,12157,0,515,694,111,0.595528038,0.00892045,8.80E+09,0.356729951,0,0.015111946,0.020364447,0.003257138,0.59089697,0.011487966,0.001045069,0.368767903,5.10E+09,0.012929837,0.013621475,0.001199742
E. coli,2015/16,AMPICILLIN,CEFTAZIDIME,PIPERACILLIN_TAZOBACTAM,21349,1,4,12496,0,778,718,128,0.601821052,2.82E+06,0.000112759,0.352257992,0,0.021931556,0.020240176,0.003608276,0.597600038,0.000620444,0.001194711,0.370680964,3.44E+05,0.014725454,0.013668029,0.001506917
E. coli,2015/16,AMPICILLIN,CEFTAZIDIME,SULFA_TRIMETHOPRIM,20552,880,3,8642,1,4682,408,448,0.577044025,0.024707996,8.42E+09,0.242643756,2.81E+09,0.131457772,0.011455526,0.012578616,0.55079309,0.049772148,0.000892815,0.288164179,0.000193194,0.094698495,0.008666299,0.006819779
E. coli,2015/16,AMPICILLIN,CEFTAZIDIME,TOBRAMYCIN,17902,71,1,10171,2,997,438,192,0.601262847,0.002384631,3.36E+09,0.341606771,6.72E+09,0.033485591,0.014710822,0.006448579,0.594316781,0.007402147,0.000960188,0.36063654,4.08E+09,0.023548576,0.01071125,0.00238376
E. coli,2015/16,AMPICILLIN,CEFTRIAXONE,CEFUROXIME,4706,73,8,3358,2,301,18,342,0.534287012,0.00828792,0.000908265,0.381244323,0.000227066,0.034173479,0.002043597,0.038828338,0.533286704,0.014486289,0.001385172,0.3948934,0.000635524,0.037114591,0.007033336,0.011164985
E. coli,2015/16,AMPICILLIN,CEFTRIAXONE,CIPROFLOXACIN,21951,1135,8,11409,4,3369,474,913,0.559075975,0.028907623,0.000203754,0.290578917,0.000101877,0.085805975,0.012072435,0.023253445,0.541922564,0.045350177,0.001485128,0.318953585,0.000466531,0.070351594,0.011745416,0.009725005
E. coli,2015/16,AMPICILLIN,CEFTRIAXONE,GENTAMICIN,22916,171,11,13054,1,1728,1036,352,0.583564644,0.00435458,0.000280119,0.332425068,2.55E+07,0.044004176,0.026382133,0.008963814,0.572488759,0.011393308,0.002226778,0.359113468,0.000111991,0.031702983,0.018774265,0.004188448
E. coli,2015/16,AMPICILLIN,CEFTRIAXONE,LEVOFLOXACIN,19610,999,7,9703,4,2846,361,702,0.572855807,0.02918322,0.000204487,0.283448236,0.00011685,0.083138584,0.010545688,0.020507128,0.556293039,0.045557075,0.001440009,0.310920061,0.000451001,0.066861062,0.010139221,0.008338531
E. coli,2015/16,AMPICILLIN,CEFTRIAXONE,NITROFURANTOIN,21765,344,10,13423,2,554,1127,167,0.58207638,0.009199829,0.000267437,0.358980531,5.35E+09,0.014816003,0.030140137,0.004466196,0.575976227,0.011598569,0.00241209,0.374351352,0.000117224,0.013312402,0.020474934,0.001757202
E. coli,2015/16,AMPICILLIN,CEFTRIAXONE,PIPERACILLIN_TAZOBACTAM,22995,1,10,13792,0,926,1136,152,0.58943402,2.56E+09,0.000256331,0.353532246,0,0.023736286,0.029119245,0.003896237,0.583561067,0.000610756,0.002147857,0.376074817,5.16E+08,0.016042628,0.019635995,0.001921724
E. coli,2015/16,AMPICILLIN,CEFTRIAXONE,SULFA_TRIMETHOPRIM,22102,980,10,9606,2,5169,632,755,0.563022213,0.024964337,0.000254738,0.244701447,5.09E+09,0.131674139,0.01609945,0.019232729,0.535648731,0.049709527,0.001737869,0.291608821,0.000397685,0.097682877,0.012713298,0.010501192
