domain,phylum,class,order,family,genus,species,acronym,gram_stain
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Actinobacillus,lignieresii,ACTI_LIGN,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Actinobacillus,mairii,ACTI_MAIR,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Actinobacillus,minor,ACTI_MINO,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Actinobacillus,porcitonsillarum,ACTI_PORC,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Actinobacillus,seminis,ACTI_SEMI,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Actinobacillus,suis,ACTI_SUIS,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Actinobacillus,ureae,ACTI_UREA,
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinobaculum,massiliense,ACTI_MASS,
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinobaculum,suis,ACTIN_SUIS,
Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Micromono,Actinocateni,,ACTINOCATENI,
Bacteria,Actinobacteriota,Actinomycetia,Strepto,Strepto,Actinocorallia,herbida,ACTI_HERB,
Bacteria,Actinobacteriota,Actinomycetia,Strepto,Strepto,Actinocorallia,populi,ACTI_POPU,
Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Pseudonocardiaceae,Actinocri,,ACTINOCRI,
Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Pseudonocardiaceae,Actinokineo,,ACTINOKINEO,
Bacteria,Actinobacteriota,Actinomycetia,Strepto,Strepto,Actinomadura,rubrobrunea,ACTI_RUBR,
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinomyces,bovis,ACTI_BOVI,p
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinomyces,bowdenii,ACTI_BOWD,p
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinomyces,dentalis,ACTI_DENT,p
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinomyces,denticolens,ACTI_DENTI,p
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinomyces,gaoshouyii,ACTI_GAOS,p
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinomyces,georgiae,ACTI_GEOR,p
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinomyces,gerencseriae,ACTI_GERE,p
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinomyces,glycerinitolerans,ACTI_GLYC,p
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinomyces,graevenitzii,ACTI_GRAE,p
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinomyces,howellii,ACTI_HOWE,p
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinomyces,israelii,ACTI_ISRA,p
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinomyces,johnsonii,ACTI_JOHN,p
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinomyces,massiliensis,ACTI_MASSI,p
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinomyces,minihominis,ACTI_MINI,p
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinomyces,naeslundii,ACTI_NAES,p
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinomyces,neuii,ACTI_NEUI,p
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinomyces,oricola,ACTI_ORIC,p
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinomyces,oris,ACTI_ORIS,p
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinomyces,radicidentis,ACTI_RADI,p
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinomyces,ruminicola,ACTI_RUMI,p
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinomyces,slackii,ACTI_SLAC,p
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinomyces,succiniciruminis,ACTI_SUCC,p
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinomyces,timonensis,ACTI_TIMO,p
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinomyces,urogenitalis,ACTI_UROG,p
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinomyces,viscosus,ACTI_VISC,p
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinomyces,vulturis,ACTI_VULT,p
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinomyces,,ACTINOMYCES,p
Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Pseudonocardiaceae,Actinomyceto,,ACTINOMYCETO,
Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Pseudonocardiaceae,Actinophytocola,oryzae,ACTI_ORYZ,
Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Pseudonocardiaceae,Actinophytocola,xanthii,ACTI_XANT,
Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Pseudonocardiaceae,Actinophytocola,xinjiangensis,ACTI_XINJ,
Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Micromono,Actinoplanes,atraurantiacus,ACTI_ATRA,
Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Micromono,Actinoplanes,awajinensis,ACTI_AWAJ,
Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Micromono,Actinoplanes,brasiliensis,ACTI_BRAS,
Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Micromono,Actinoplanes,caeruleus,ACTI_CAER,
Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Micromono,Actinoplanes,cinnamomea,ACTI_CINN,
Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Micromono,Actinoplanes,derwentensis,ACTI_DERW,
Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Micromono,Actinoplanes,ferrugineus,ACTI_FERR,
Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Micromono,Actinoplanes,friuliensis,ACTI_FRIU,
Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Micromono,Actinoplanes,globi,ACTI_GLOB,
Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Micromono,Actinoplanes,italicus,ACTI_ITAL,
Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Micromono,Actinoplanes,liguriensis,ACTI_LIGU,
Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Micromono,Actinoplanes,lutulentus,ACTI_LUTU,
Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Micromono,Actinoplanes,missouriensis,ACTI_MISS,
Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Micromono,Actinoplanes,philippinensis,ACTI_PHIL,
Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Micromono,Actinoplanes,rectilineatus,ACTI_RECT,
Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Micromono,Actinoplanes,regularis,ACTI_REGU,
Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Micromono,Actinoplanes,subtropicus,ACTI_SUBT,
Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Micromono,Actinoplanes,teichomyceticus,ACTI_TEIC,
Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Micromono,Actinoplanes,utahensis,ACTI_UTAH,
Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Micromono,Actinoplanes,xinjiangensis,ACTI_XINJI,
Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Micromono,Actinoplanes,,ACTINOPLANES,
Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Pseudonocardiaceae,Actinopoly,,ACTINOPOLY,
Bacteria,Actinobacteriota,Actinomycetia,Propionibacteriales,Actinopolymorphaceae,Actinopolymorpha,alba,ACTI_ALBA,
Bacteria,Actinobacteriota,Actinomycetia,Propionibacteriales,Actinopolymorphaceae,Actinopolymorpha,cephalotaxi,ACTI_CEPH,
Bacteria,Actinobacteriota,Actinomycetia,Propionibacteriales,Actinopolymorphaceae,Actinopolymorpha,singaporensis,ACTI_SING,
Bacteria,Actinobacteriota,Actinomycetia,Strepto,Strepto,Actinorugi,,ACTINORUGI,
Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Pseudonocardiaceae,Actinosynnema,mirum,ACTI_MIRU,
Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Pseudonocardiaceae,Actinosynnema,pretiosum,ACTI_PRET,
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Cellulomonadaceae,Actinotalea,bogoriensis,ACTI_BOGO,
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Cellulomonadaceae,Actinotalea,carbonis,ACTI_CARB,
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Cellulomonadaceae,Actinotalea,fermentans,ACTI_FERM,
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Cellulomonadaceae,Actinotalea,ferrariae,ACTI_FERRA,
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Cellulomonadaceae,Actinotalea,,ACTINOTALEA,
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinotignum,sanguinis,ACTI_SANG,
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinotignum,schaalii,ACTI_SCHA,
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinotignum,timonense,ACTI_TIMON,
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinotignum,urinale,ACTI_URIN,
Bacteria,Firmicutes,Clostridia,Oscillo,Acutalibacteraceae,Acutalibacter,muris,ACUT_MURI,
Bacteria,Firmicutes,Clostridia,Oscillo,Acutalibacteraceae,Acutalibacter,timonensis,ACUT_TIMO,
Bacteria,Firmicutes,Clostridia,Oscillo,Acutalibacteraceae,Acutalibacter,,ACUTALIBACTER,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Amorphaceae,Acuticoccus,yangtzensis,ACUT_YANG,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Amorphaceae,Acuticoccus,,ACUTICOCCUS,
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Adhaeribacter,aquaticus,ADHA_AQUA,
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Adhaeribacter,,ADHAERIBACTER,
Bacteria,Desulfobacterota,Desulfarculia,Adiutricales,Adiutricaceae,Adiutrix,intracellularis,ADIU_INTR,
Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Adlercreutzia,caecimuris,ADLE_CAEC,
Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Adlercreutzia,celatus,ADLE_CELA,
Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Adlercreutzia,equolifaciens,ADLE_EQUO,
Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Adlercreutzia,mucosicola,ADLE_MUCO,
Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Adlercreutzia,,ADLERCREUTZIA,
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Advenella,incenata,ADVE_INCE,
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Advenella,kashmirensis,ADVE_KASH,
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Advenella,mimigardefordensis,ADVE_MIMI,
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Advenella,,ADVENELLA,
Bacteria,Fermentibacterota,Fermentibacteria,Fermentibacterales,Fermentibacteraceae,Aegiribacteria,,AEGIRIBACTERIA,
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aequorivita,antarctica,AEQU_ANTA,
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aequorivita,aquimaris,AEQU_AQUI,
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aequorivita,capsosiphonis,AEQU_CAPS,
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aequorivita,lipolytica,AEQU_LIPO,
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aequorivita,soesokkakensis,AEQU_SOES,
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aequorivita,sublithincola,AEQU_SUBL,
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aequorivita,viscosa,AEQU_VISC,
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aequorivita,vladivostokensis,AEQU_VLAD,
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aequorivita,,AEQUORIVITA,
Bacteria,Firmicutes,Bacilli,Bacillales,Aeribacillaceae,Aeribacillus,pallidus,AERI_PALL,
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Bifidobacteriaceae,Aeriscardovia,aeriphila,AERI_AERI,
Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus,christensenii,AERO_CHRI,
Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus,sanguinicola,AERO_SANG,
Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus,suis,AERO_SUIS,
Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus,urinae,AERO_URIN,
Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus,urinaeequi,AERO_URINA,
Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus,urinaehominis,AERO_URINAE,
Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus,viridans,AERO_VIRI,
Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus,,AEROCOCCUS,
Bacteria,Actinobacteriota,Actinomycetia,Propionibacteriales,Nocardioidaceae,Aeromicrobium,camelliae,AERO_CAME,
Bacteria,Actinobacteriota,Actinomycetia,Propionibacteriales,Nocardioidaceae,Aeromicrobium,choanae,AERO_CHOA,
Bacteria,Actinobacteriota,Actinomycetia,Propionibacteriales,Nocardioidaceae,Aeromicrobium,erythreum,AERO_ERYT,
Bacteria,Actinobacteriota,Actinomycetia,Propionibacteriales,Nocardioidaceae,Aeromicrobium,marinum,AERO_MARI,
Bacteria,Actinobacteriota,Actinomycetia,Propionibacteriales,Nocardioidaceae,Aeromicrobium,massiliense,AERO_MASS,
Bacteria,Actinobacteriota,Actinomycetia,Propionibacteriales,Nocardioidaceae,Aeromicrobium,,AEROMICROBIUM,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Aeromonas,allosaccharophila,AERO_ALLO,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Aeromonas,aquatica,AERO_AQUA,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Aeromonas,australiensis,AERO_AUST,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Aeromonas,bestiarum,AERO_BEST,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Aeromonas,bivalvium,AERO_BIVA,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Aeromonas,cavernicola,AERO_CAVE,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Aeromonas,caviae,AERO_CAVI,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Aeromonas,dhakensis,AERO_DHAK,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Aeromonas,diversa,AERO_DIVE,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Aeromonas,encheleia,AERO_ENCH,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Aeromonas,enteropelogenes,AERO_ENTE,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Aeromonas,eucrenophila,AERO_EUCR,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Aeromonas,finlandiensis,AERO_FINL,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Aeromonas,fluvialis,AERO_FLUV,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Aeromonas,hydrophila,AERO_HYDR,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Aeromonas,jandaei,AERO_JAND,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Aeromonas,lacus,AERO_LACU,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Aeromonas,lusitana,AERO_LUSI,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Aeromonas,media,AERO_MEDI,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Aeromonas,molluscorum,AERO_MOLL,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Aeromonas,piscicola,AERO_PISC,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Aeromonas,popoffii,AERO_POPO,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Aeromonas,rivipollensis,AERO_RIVI,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Aeromonas,rivuli,AERO_RIVU,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Aeromonas,salmonicida,AERO_SALM,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Aeromonas,sanarellii,AERO_SANA,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Aeromonas,schubertii,AERO_SCHU,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Aeromonas,simiae,AERO_SIMI,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Aeromonas,sobria,AERO_SOBR,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Aeromonas,taiwanensis,AERO_TAIW,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Aeromonas,tecta,AERO_TECT,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Aeromonas,veronii,AERO_VERO,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Aeromonas,,AEROMONAS,
Bacteria,Aerophobota,Aerophobia,Aerophobales,Aerophobaceae,Aerophobus,profundus,AERO_PROF,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Aestuariibacter,salexigens,AEST_SALE,
Bacteria,Actinobacteriota,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Aestuariimicrobium,kwangyangense,AEST_KWAN,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Aestuariivita,boseongensis,AEST_BOSE,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Aestuariivita,,AESTUARIIVITA,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Afifellaceae,Afifella,marina,AFIF_MARI,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Afifellaceae,Afifella,pfennigii,AFIF_PFEN,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Afifellaceae,Afifella,,AFIFELLA,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Afipia,birgiae,AFIP_BIRG,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Afipia,broomeae,AFIP_BROO,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Afipia,carboxidovorans,AFIP_CARB,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Afipia,clevelandensis,AFIP_CLEV,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Afipia,felis,AFIP_FELI,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Afipia,massiliensis,AFIP_MASS,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Afipia,,AFIPIA,
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Cellvibrionaceae,Agaribacterium,haliotis,AGAR_HALI,
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Cellvibrionaceae,Agaribacterium,,AGARIBACTERIUM,
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Cellvibrionaceae,Agarilytica,rhodophyticola,AGAR_RHOD,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Psychromonadaceae,Agarivorans,albus,AGAR_ALBU,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Psychromonadaceae,Agarivorans,gilvus,AGAR_GILV,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Psychromonadaceae,Agarivorans,,AGARIVORANS,
Bacteria,Firmicutes,Clostridia,Lachno,Lachno,Agathobacter,faecis,AGAT_FAEC,
Bacteria,Firmicutes,Clostridia,Lachno,Lachno,Agathobacter,rectalis,AGAT_RECT,
Bacteria,Firmicutes,Clostridia,Lachno,Lachno,Agathobacter,ruminis,AGAT_RUMI,
Bacteria,Firmicutes,Clostridia,Lachno,Lachno,Agathobacter,,AGATHOBACTER,
Bacteria,Firmicutes,Clostridia,Oscillo,Butyricicoccaceae,Agathobaculum,butyriciproducens,AGAT_BUTY,
Bacteria,Firmicutes,Clostridia,Oscillo,Butyricicoccaceae,Agathobaculum,desmolans,AGAT_DESM,
Bacteria,Firmicutes,Clostridia,Oscillo,Butyricicoccaceae,Agathobaculum,,AGATHOBACULUM,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Aggregatibacter,actinomycetemcomitans,AGGR_ACTI,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Aggregatibacter,aphrophilus,AGGR_APHR,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Aggregatibacter,kilianii,AGGR_KILI,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Aggregatibacter,segnis,AGGR_SEGN,
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Aggregatibacter,,AGGREGATIBACTER,
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Agitococcus,lubricus,AGIT_LUBR,
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Agitococcus,,AGITOCOCCUS,
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Agreia,bicolorata,AGRE_BICO,
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Agreia,pratensis,AGRE_PRAT,
Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Agreia,,AGREIA,
Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Agrilactobacillus,composti,AGRI_COMP,
Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Agrilactobacillus,,AGRILACTOBACILLUS,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,arsenijevicii,AGRO_ARSE,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,bohemicum,AGRO_BOHE,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,deltaense,AGRO_DELT,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,fabrum,AGRO_FABR,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,larrymoorei,AGRO_LARR,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,nepotum,AGRO_NEPO,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,pusense,AGRO_PUSE,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,rhizogenes,AGRO_RHIZ,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,rosae,AGRO_ROSA,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,rubi,AGRO_RUBI,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,salinitolerans,AGRO_SALI,
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,tumefaciens,AGRO_TUME,n
